location,event,date,artists,genre,coordinates
Winterthur,Jazz-am-Mittwoch,2013-10-23,"['Aurora Trio ', ' Agustí Fernándes ', ' Barry Guy ', ' ']",,"(47.49881959999999, 8.723688899999999)"
Basel,Marc-Perrenoud-Trio,2013-10-23,"[' Marc Perrenoud ', ' Marco Müller ', ' Cyril Regamey ']",,"(47.55959860000001, 7.588576099999999)"
Zürich,Helldorado,2013-10-23,['Helldorado '],,"(47.3768866, 8.541694)"
Luzern,Wiesendanger-Möbus-Hemingway,2013-10-23,"[' Chris Wiesendanger ', ' Frank Möbus ', ' Gerry Hemingway ']",,"(47.05016819999999, 8.309307200000001)"
Lugano,Raphael-Gualazzi,2013-10-23,['Raphael Gualazzi '],,"(46.0036778, 8.951051999999999)"
Bern,Stage-for-Two,2013-10-23,['Skuli Sverrisson & Björn Meyer '],,"(46.9479739, 7.447446800000001)"
Baden,Jam-Session,2013-10-23,"[' Michi Bucher ', ' Andi Wettstein ', ' Claude Meier ']",,"(47.47288, 8.308089999999998)"
Feuerthalen,Barnakustica-Trio,2013-10-23,['Barnakustica Trio '],,"(47.6885343, 8.649728500000002)"
Zürich,Stephen-Simmons,2013-10-23,['Stephen Simmons '],,"(47.3768866, 8.541694)"
Düdingen,Sebadoh,2013-10-23,['Sebadoh '],,"(46.84641980000001, 7.191017899999999)"
Zürich,Jazzbaragge-Wednesday-Jam,2013-10-23,"['Felix Rossy ', ' Dominique Girod ', ' Jorge Rossy ']",,"(47.3768866, 8.541694)"
Zürich,Bukowski,2013-10-23,['Farlow '],Pop,"(47.3768866, 8.541694)"
Basel,Bê-Ignacio,2013-10-23,['Bê Ignacio '],,"(47.55959860000001, 7.588576099999999)"
Basel,Pink-Noize-feat.-Manillio,2013-10-23,"[' Andre Bader ', ' Simon Spiess ', ' Cédric Vogel ', ' Manuel Liniger ']",,"(47.55959860000001, 7.588576099999999)"
Zürich,Lila-Lisi,2013-10-23,['Lila Lisi '],Pop,"(47.3768866, 8.541694)"
Basel,Schtärneföifi,2015-01-04,"[' Boni Koller ', ' Sibylle Aeberli ', ' Adrian Fiechter ', ' Jean Zuber ', ' Thomas Haldimann ']",Pop,"(47.55959860000001, 7.588576099999999)"
Walkringen,Galeriekonzert-Freunde-der-Musik,2015-01-04,"['Maurice Dentan ', ' Gabriel Fügistaler ', ' Jürg Bitterli ']",Classic,"(46.9479693, 7.620414999999999)"
Aarau,Neujahrskonzert,2015-01-04,[' Karen Gomyo '],Classic,"(47.390434, 8.045701499999998)"
Winterthur,Neujahrskonzert,2015-01-04,[' Alena Cherny '],Classic,"(47.49881959999999, 8.723688899999999)"
Basel,Neujahreskonzert-Vivaldi-für-Barockfagott-und-Blockflöte,2015-01-04,"[' Miho Fukui ', ' Andreas Böhlen ']",Classic,"(47.55959860000001, 7.588576099999999)"
Zürich,Denn-wie-man-sich-bettet-Ein-kurtweilliger-Liederabend,2015-01-04,"['Christian Jott Jenny ', ' Edward Rushton ']",Pop,"(47.3768866, 8.541694)"
Klosters,Flöte-und-Geige,2015-01-04,"['Ana de la Vega ', ' Daniel Röhn ']",Classic,"(46.8699029, 9.8828697)"
Buchberg,Was-bleibt...-Abschiedskonzert,2015-01-04,['Christian Gautschi '],Pop,"(47.5732503, 8.562713800000001)"
Altikon,Jam-Point,2015-01-04,"[' Bruno Bosshardt ', ' Robert Bosshardt ', ' Hans Sande ', ' Peter Pattynama ', ' Richi Schmied ']",,"(47.5733567, 8.7809386)"
Zürich,Gianmaria-Testa,2015-01-04,['Gianmaria Testa '],,"(47.3768866, 8.541694)"
Bern,Wally-und-die-sieben-Geier,2015-01-04,"[' Erika Stucky ', ' Alexander Krenn ', ' Christoph Geza Haider Kroiss ', ' Christian Wieder ', ' Reinhold Bieber ', ' Bernhard Holl ', ' Georg Steiner ', ' Albert Wieder ']",,"(46.9479739, 7.447446800000001)"
Zürich,John-Francis,2015-01-04,['John Francis '],,"(47.3768866, 8.541694)"
Zürich,Aus-der-neuen-Welt,2016-10-23,"[' Stewart Goodyear ', ' Angélique Boudeville ']",Classic,"(47.3768866, 8.541694)"
Zürich,Kärnzeit,2016-10-23,['Kärnzeit '],Pop,"(47.3768866, 8.541694)"
Zürich,Kiwanis-Preisträgerkonzert,2016-10-23,"['Arata Yumi ', ' Christina-Maria Moser ', ' Isabel Gehweiler ', ' Nadja Reich ', ' Yulia Miloslavskaya ', ' Laura Dabels ']",Classic,"(47.3768866, 8.541694)"
Basel,Orgel-und-Kammermusik-in-der-Tituskirche,2016-10-23,"['Martin Gebhardt ', ' Roswitha Killian ', ' Susanne Jenne-Linde ']",Classic,"(47.55959860000001, 7.588576099999999)"
Zürich,Herbstkonzert-Feuilles-d'automne,2016-10-23,[' Seline Jetzer '],Classic,"(47.3768866, 8.541694)"
Muttenz,ZIKR,2016-10-23,"[' Christian Zehnder ', ' works by Zehnder ']",Classic,"(47.5279292, 7.647636899999998)"
Chur,Canziano,2016-10-23,"['Joshua Broger ', ' Hans Peter Egli ']",Classic,"(46.85078350000001, 9.531985900000002)"
Rapperswil,Konzert-für-den-Frieden,2016-10-23,"['Ljupka Rac ', ' Jovana Radovanovic ']",Classic,"(47.2266239, 8.818437399999997)"
Zürich,20-Jahre-Cantarte-Jubiläumskonzert,2016-10-23,"[' Maeder ', ' Legrand ', ' Bentz ', ' Curo Mani ', ' Cho-Nitschke ']",Classic,"(47.3768866, 8.541694)"
Basel,El-calderón-afrolatino,2016-10-23,"[' Roberto Pulido ', ' René Mosele ', ' Bernhard Bamert ', ' Reto Manser ', ' André Buser ', ' Michael Wipf ']",,"(47.55959860000001, 7.588576099999999)"
Luzern,Vulcain-Jazz-Classics,2016-10-23,"[' Dee Dee Bridgewater ', ' Theo Croker ', ' Irwin Hall ', ' Michael King ', ' Erich Wheeler ', ' Kassa Overall ']",,"(47.05016819999999, 8.309307200000001)"
Zürich,Omri-Ziegele-Tomorrow-Trio,2016-10-23,"[' Omri  Ziegele ', ' Christian  Weber ', ' Han  Bennink ']",,"(47.3768866, 8.541694)"
Bern,Verbier-Festival-Chamber-Orchestra,2016-10-23,['Regula Mühlemann '],Classic,"(46.9479739, 7.447446800000001)"
Zürich,Galakonzert-zu-Nello-Santis-85.-Geburtstag,2016-10-23,[' Adriana Marfisi '],Classic,"(47.3768866, 8.541694)"
Pratteln,The-Dublin-Legends,2016-10-23,"['The Dublin Legends ', ' Eamonn Campbell ', ' Seán Cannon Gitarre ', "" Gerry O'Connor "", ' Paul Watchorn ']",,"(47.5183198, 7.6919889)"
Solothurn,The-Janoskians,2016-10-23,['The Janoskians '],Pop,"(47.2088348, 7.532291)"
Luzern,New-Model-Army,2016-10-23,['New Model Army '],,"(47.05016819999999, 8.309307200000001)"
Zürich,Hely,2016-10-23,"[' Lucca Fries ', ' Jonas Ruther ']",,"(47.3768866, 8.541694)"
Düdingen,Plaid-and-the-Bee,2016-10-23,['Plaid and the Bee '],Electronic,"(46.84641980000001, 7.191017899999999)"
Cully,Cully-Jazz-Festival,2013-04-13,"[' Ganesh Geymeier ', ' Fabien Sevilla ', ' Jérôme Berney ', "" L'Académie Vocale de Suisse romande ""]",,"(46.4895985, 6.7290888)"
Zürich,Classic-Broadway-&-Operette,2013-04-13,"['John Thade ', ' Annkatrin Isaacs ']",Classic,"(47.3768866, 8.541694)"
Obere-Matten,Zermatt,2013-04-13,['Pedro Franco '],,"(47.4066181, 7.785748099999998)"
Stans,Stanser-Musiktage,2013-04-13,['Kevin Seddiki '],,"(46.9571926, 8.3659672)"
Baden,Black-Stuff-Festival,2013-04-13,['Madison Affair '],,"(47.47288, 8.308089999999998)"
Stans,Stanser-Musiktage,2013-04-13,['Matthias Loibner & Christof Dienz '],,"(46.9571926, 8.3659672)"
Uster,Eldorado,2013-04-13,['Eldorado '],,"(47.3482747, 8.717873899999999)"
Zürich,Aus-der-Tiefe-rufe-ich,2013-04-13,"[' Pascal Marti ', ' Walter Rüeggsegger ']",Classic,"(47.3768866, 8.541694)"
Zürich,Migros-Kulturprozent-Classics,2013-04-13,"[' Marie-Nicole Lemieux ', ' Thomas Grossenbacher ']",Classic,"(47.3768866, 8.541694)"
Bern,Internationales-Jazzfestival-Bern,2013-04-13,"['The Yellojackets ', ' Bob Mintzer ', ' Russell Ferrante ', ' Felix Pastorius ', ' William Kennedy ']",,"(46.9479739, 7.447446800000001)"
Schützenhaus-Albisgütli,Zürich,2013-04-13,['Piccadilly Six '],,"(47.3521666, 8.508244699999997)"
Basel,Ein-deutsches-Requiem,2013-04-13,"[' Verena Krause ', ' Andrew Ashwin ']",Classic,"(47.55959860000001, 7.588576099999999)"
Cully,Cully-Jazz-Festival,2013-04-13,"['Wayne Paul ', ' Christophe Calpini ', ' Laurent Poget ', ' Julien Charlet ', ' Christophe Chambet ']",,"(46.4895985, 6.7290888)"
Zürich,Urban-Cone,2013-04-13,['Urban Cone '],,"(47.3768866, 8.541694)"
Zürich,Harfe-Violine-Visuelles,2013-04-13,"[' Corinne Kappeler ', ' Daniel Treyer ']",Classic,"(47.3768866, 8.541694)"
Stans,Stanser-Musiktage,2013-04-13,"[' Alexander Balanescu ', ' James Shenton ', ' Katie Wilkinson ', ' Nick Holland ', ' Steve Argüelles ']",Classic,"(46.9571926, 8.3659672)"
Basel,No-Business-as-Usual,2013-04-13,[' Virgil Moorefield '],Classic,"(47.55959860000001, 7.588576099999999)"
Pratteln,Avantasia,2013-04-13,['Avantasia '],,"(47.5183198, 7.6919889)"
Theater-an-der-Mürg,Stans,2013-04-13,"['Gianmaria Testa ', ' Gabriele Mirabassi ']",,"(46.9559883, 8.3671473)"
Schaffhausen,Canto-General,2013-04-13,"[' Anna Schaffner ', ' Rainer Weiss ']",Classic,"(47.6958897, 8.6380488)"
Cully,Cully-Jazz-Festival,2013-04-13,"[' Philippe Anhorn ', ' Thomas Winteler ']",,"(46.4895985, 6.7290888)"
Moods,Zürich,2013-04-13,"[' Gregor Krtschek ', ' Bernhard Jörg ', ' Jan Müller ', ' Reimar Walthert ', ' Zwyer ', ' Mariann Graber ']",,"(47.3888256, 8.5189208)"
Basel,Robert-Lakatos-Quartet-feat.-Greg-Hutchinson,2013-04-13,"[' Gábor Bolla ', ' Robert Lakatos ', ' Christian Lakatos ', ' Greg Hutchinson ']",,"(47.55959860000001, 7.588576099999999)"
Cully,Cully-Jazz-Festival,2013-04-13,"['Rokia Traoré ', ' Cheick Tidiane Seck 6tet ', ' Cheick Tidiane Seck ', ' Alioune Wade ', ' TBC ', ' Guimba Kouyaté ', ' Madou Koné ', ' Kabiné Kouyaté ']",,"(46.4895985, 6.7290888)"
Obere-Matten,Zermatt,2013-04-13,['Skunk Anansie '],,"(47.4066181, 7.785748099999998)"
Zürich,Ethan-Johns,2013-04-13,['Ethan Johns '],Pop,"(47.3768866, 8.541694)"
Montreux-Music-&-Convention-Centre,Montreux,2013-04-13,['Roch Voisine '],,"(46.4392045, 6.904621100000001)"
Zürich,Kapoolas,2013-04-13,"[' Beni Gut ', ' Thomas Luethy ', ' Luka Corman ', ' Philipp Gut ', ' Florian Haas-Schneider ']",,"(47.3768866, 8.541694)"
Bern,500-10-Unlimited,2013-04-13,"[' Tian Bosshard ', ' Rico Baumann ', ' Arno Troxler ']",Electronic,"(46.9479739, 7.447446800000001)"
Cully-Jazz-Festival,Cully,2013-04-13,"[' Fabio Pinto ', ' Jeremias Keller ', ' Alex Maurer ', ' Claire Huguenin ']",Kamikaze,"(46.4884491, 6.730717200000001)"
Luzern,Quintett-Ikarus,2013-04-13,"[' Stefanie Suhner ', ' Andreas Lareida ', ' Lucca Fries ', ' Moritz Meyer ', ' Ramón Oliveras ']",,"(47.05016819999999, 8.309307200000001)"
Cully,Cully-Jazz-Festival,2013-04-13,"[' Ganesh Geymeier ', ' Fabien Sevilla ', ' Jérôme Berney ', "" L'Académie Vocale de Suisse romande ""]",,"(46.4895985, 6.7290888)"
Cully,Cully-Jazz-Festival,2013-04-13,"[' Tobias Preisig ', ' Stefan Aeby ', ' André Pousaz ', ' Michi Stulz ']",,"(46.4895985, 6.7290888)"
Luzern,Elder,2013-04-13,"['Elder ', ' Pet the Preacher ']",,"(47.05016819999999, 8.309307200000001)"
Thun,Nidi-D'Arac,2013-04-13,"[""Nidi D'Arac ""]",Electronic,"(46.7579868, 7.6279881)"
Cully,Cully-Jazz-Festival,2013-04-13,"[' Alexandre Wyssmann ', ' Christoph Utzinger ', ' Roberto Titocci ']",,"(46.4895985, 6.7290888)"
Zürich,Indie.ch-Nachtschicht:-Urban-Cone,2013-04-13,['Urban Cone '],,"(47.3768866, 8.541694)"
Zürich,Fiesta-latina-candela,2013-04-13,['DJs Francisco Rojos '],,"(47.3768866, 8.541694)"
Aarau,Oscar-and-the-Wolf,2013-04-13,"['Oscar and the Wolf ', ' Wave Machines ']",,"(47.390434, 8.045701499999998)"
Bad-Bonn,Düdingen,2013-04-13,['The Deep Dark Woods '],,"(46.8615737, 7.180177800000001)"
Kammgarn,Schaffhausen,2013-04-13,['Balkan Beat Box '],,"(47.69446749999999, 8.6360374)"
Schaffhausen,Dillichant,2013-04-13,['Dillichant '],,"(47.6958897, 8.6380488)"
Zürich,Waconzy,2013-04-13,['Waconzy '],,"(47.3768866, 8.541694)"
Le-Romandie,Lausanne,2013-04-13,['Shannon Wright '],,"(46.5202888, 6.631425699999999)"
Zürich,Tusq,2013-04-13,['Tusq '],,"(47.3768866, 8.541694)"
Restaurant-Hirscheneck,Basel,2013-04-13,['Bonesaw 57 '],,"(47.55900810000001, 7.5952305)"
Basel,Technophonix,2013-04-13,"[' Francesco Tristano ', ' Moritz von Oswald ']",Classic,"(47.55959860000001, 7.588576099999999)"
Wil,Alkaholiks-&-Cali-Agents,2013-04-13,"['Alkaholiks & Cali Agents ', ' suport: Lord Lhus ']",,"(47.46356169999999, 9.047909699999998)"
Oberentfelden,Green-Frog-Feet,2013-04-13,"['Green Frog Feet ', ' support: Dustineyes ']",,"(47.3564731, 8.0467514)"
Bern,Internationales-Jazzfestival-Bern,2013-04-13,"['The Yellojackets ', ' Bob Mintzer ', ' Russell Ferrante ', ' Felix Pastorius ', ' William Kennedy ']",,"(46.9479739, 7.447446800000001)"
Stans,Stanser-Musiktage,2013-04-13,"['Nicolas Repac ', ' Nicolas Repac ']",,"(46.9571926, 8.3659672)"
Stans,Stanser-Musiktage,2013-04-13,"['Nicolas Repac ', ' Nicolas Repac ']",,"(46.9571926, 8.3659672)"
Vernissage,Zermatt,2013-04-13,['Marlon Roudette '],,"(46.0219101, 7.7478295)"
Luzern,Killer-Boogie,2014-12-12,['Killer Boogie '],Pop,"(47.05016819999999, 8.309307200000001)"
Basel,Orgelspiel-zum-Feierabend,2014-12-12,['Ludwig Reichl '],Classic,"(47.55959860000001, 7.588576099999999)"
Dietikon,Feierabendmusik,2014-12-12,"['Inge Rott ', ' works by Bernhard Hörler ']",Classic,"(47.4053885, 8.39977)"
Zürich,Hundreds,2014-12-12,['Hundreds '],,"(47.3768866, 8.541694)"
Wädenswil,Adventskonzert,2014-12-12,"['Stephanie Boller ', ' Armin Bereuter ', ' Esther Lenherr ']",Classic,"(47.22968710000001, 8.6718189)"
Brunnen,Cello-Sonaten,2014-12-12,"['Alexander Neustroev ', ' Dmitri Demiashkin ']",Classic,"(46.9993073, 8.609382199999999)"
Zürich,Extrakonzert,2014-12-12,[' Martin Grubinger '],Classic,"(47.3768866, 8.541694)"
Aarau,2-x-Magnificat,2014-12-12,"[' Christine Esser ', ' Mirjam Blessing ', ' Erlend Tvinnereim ', ' Ernst Buscagne ']",Classic,"(47.390434, 8.045701499999998)"
Zug,Monthly-Assault-Santa-Slam,2014-12-12,"['Acranius ', ' Korpse ', ' Maximize Bestiality ', ' Gutrectomy ']",,"(47.1661672, 8.5154946)"
Winterthur,Asmin,2014-12-12,"[' Gregor Frei ', ' Ran Wehrli ', ' Dave Gisler ', ' Pascal Ujak ', ' Maxime Paratte ']",,"(47.49881959999999, 8.723688899999999)"
Basel,Duo-du-zoo,2014-12-12,"[' Antoine Joly ', ' Johan Treichel ']",Pop,"(47.55959860000001, 7.588576099999999)"
Zürich,Bryan-Adams,2014-12-12,['Bryan Adams '],,"(47.3768866, 8.541694)"
Zürich,Wizo,2014-12-12,"['Wizo ', ' Schmutzki ']",,"(47.3768866, 8.541694)"
Bazenheid,Weihnachtskonzert,2014-12-12,['Die Paldauer '],traditional,"(47.4126975, 9.0685947)"
Aarau,Webster,2014-12-12,"[' Valon Muhadri ', ' Nathalie Gacond ', ' Reto Weber ', ' Dani Schlosser ', ' Dave Eichenberger ', ' Martin Dürrenmatt ']",,"(47.390434, 8.045701499999998)"
Basel,Lieder-und-Kammermusik-von-Ernst-Reiter,2014-12-12,"[' Jean-Jacques Dünki ', ' Debora Büttner ', ' Flurina Stucki ']",Classic,"(47.55959860000001, 7.588576099999999)"
Thun,Hot-&-Rockin,2014-12-12,"[' Tommy Haussener ', ' Patric Hugi ', ' Rafael Eggimann ', ' Bruno Hossmann ']",,"(46.7579868, 7.6279881)"
Zug,Wintsch-Weber-Wolfahrt,2014-12-12,"[' Michel Wintsch ', ' Christian Weber ', ' Christian Wolfarth ']",,"(47.1661672, 8.5154946)"
Zürich,Frey-Jeger-Wiesendanger,2014-12-12,"[' Peter K Frey ', ' Silvan Jeger ', ' Chris Wiesendanger ']",,"(47.3768866, 8.541694)"
Winterthur,Newbridge,2014-12-12,"[' Brigitte Neumärker ', ' Tobias Müller ', ' Florian Baumann ', ' Christoph Pinter ', ' Lukas von Büren ']",,"(47.49881959999999, 8.723688899999999)"
Winterthur,Protest-the-Hero,2014-12-12,"['Protest the Hero ', ' The Safety Fire ', ' The Contortionist ', ' Destrage ']",,"(47.49881959999999, 8.723688899999999)"
Baden,Moreland-and-Arbuckle,2014-12-12,['Moreland and Arbuckle '],,"(47.47288, 8.308089999999998)"
Liebefeld,Andreas-Schaerer-Meets-Arte-Quartett-&-Wolfgang-Zwiauer,2014-12-12,"['Andreas Schaerer Meets Arte Quartett & Wolfgang Zwiauer ', ' Andreas Schaerer ', ' Wolfgang Zwiauer ', ' Beat Hofstetter ', ' Sascha Armbruster ', ' Andrea Formenti ', ' Beat Kappeler ']",,"(46.933331, 7.416668)"
Luzern,The-Led-Farmers,2014-12-12,['The Led Farmers '],,"(47.05016819999999, 8.309307200000001)"
Zürich,King-Pepe-&-Le-Rex,2014-12-12,"['King Pepe & Le Rex ', ' King Pepe ', ' Benedikt Reising ', ' Marc Stucki ', ' Andreas Tschopp ', ' Marc Unternäher ', ' Rico Baumann ']",,"(47.3768866, 8.541694)"
Bern,Tamanaco,2014-12-12,"[' Emilio del Pozo ', ' Barbara del Pozo ', ' Felix Stockar ', ' Toto Guitérrez ']",,"(46.9479739, 7.447446800000001)"
Basel,Acoustic-Soul-Gala,2014-12-12,"[' Josephine Pee ', ' Chris Parrat ', ' Dirk Wochner ', ' Peter Streicher ']",Pop,"(47.55959860000001, 7.588576099999999)"
Romanshorn,Jazzmelia-&-Funkystaff,2014-12-12,"[' Amelia Bruderer ', ' Martin Lehner ', ' Hans Lehmann ', ' Fabian Brenner ', ' Pascal Wallier ', ' Toni Schilter ']",,"(47.5657078, 9.3771959)"
Zürich,Golden-Disko-Ship,2014-12-12,['Golden Disko Ship '],Pop,"(47.3768866, 8.541694)"
Zürich,Musik-im-Rausch-Heisse-Eisen,2014-12-12,"['Deborah Marchetti ', ' Yulia Miloslavskaya ', ' Eldar Saparayev ', ' Edmauro de Oliveira ']",Classic,"(47.3768866, 8.541694)"
Basel,Roman-Schwaller-Jazzquartet,2014-12-12,"[' Roman Schwaller ', ' Oliver Kent ', ' Thomas Stabenow ', ' Mario Gonzi ']",,"(47.55959860000001, 7.588576099999999)"
Zürich,The-Sibyl's-Promise,2014-12-12,"[' Sibyl Hofstetter ', ' Francesco Diomaiuta ', ' Raphael Loher ']",,"(47.3768866, 8.541694)"
Luzern,Best-of-Swiss-Jazz-Bachelors,2014-12-12,"[' Ewan Dayot ', ' Louis Billette ', ' Léon Phal ', ' Clément Meunier ', ' Duboule ', ' François Lana ', ' Blaise Hommage ', ' Marton Kiss ']",,"(47.05016819999999, 8.309307200000001)"
Liestal,Scherrer-Evans-Kurmann-Rossi,2014-12-12,"['Andy Scherrer ', ' William Evans ', ' Stephan Kurmann ', ' Jorge Rossy ']",,"(47.4866143, 7.733427200000001)"
Lausanne,Mighty-Oaks,2014-12-12,['Mighty Oaks '],,"(46.516054, 6.608998000000001)"
Basel,Kalle-Mattson,2014-12-12,['Kalle Mattson '],Pop,"(47.55959860000001, 7.588576099999999)"
Aarau,Sun-Kil-Moon,2014-12-12,"['Sun Kil Moon ', ' Valon Muhadri ', ' Nathalie Gacond ', ' Reto Weber ', ' Dani Schlosser ', ' Dave Eichenberger ', ' Martin Dürrenmatt ']",,"(47.390434, 8.045701499999998)"
Zürich,Tuesday-Sheep,2014-12-12,"[' Timon Selinger ', ' Ronny Widmer ', ' Luca Selinger ', ' Lukas Vollenweider ', ' Ramon Selinger ']",,"(47.3768866, 8.541694)"
Kriens,Marash-&-Dave,2014-12-12,['Marash & Dave '],,"(47.03419779999999, 8.277255199999997)"
Zürich,Guilty-Simpson,2014-12-12,"['Guilty Simpson ', ' Elzhi ', ' Phat Kat ']",,"(47.3768866, 8.541694)"
Zürich,Latin-Touch,2014-12-12,[' dance animation by Alexander Martinez '],,"(47.3768866, 8.541694)"
Aarau,Groove-Night,2014-12-12,"[' Marion Weik ', ' Steven Parry ', ' Benno Ernst ', ' Thomas Blättler.', ' Beni Schlapbach ', ' Roberto Di Martino ']",Pop,"(47.390434, 8.045701499999998)"
Basel,Culture-Rhythm,2014-12-12,"['DJs Comoustache ', ' Cucurucho ']",,"(47.55959860000001, 7.588576099999999)"
Bern,Open-Season,2014-12-12,"['Open Season ', ' DJs Arschtritt Lindgren ']",Pop,"(46.9479739, 7.447446800000001)"
Aarau,John-B,2014-12-12,['John B '],Electronic,"(47.390434, 8.045701499999998)"
Lyss,Death-By-Chocolate,2014-12-12,"[' Mathias Schenk ', ' Thomas Schläppi ', ' Daniel Schläppi ', ' Daniel Wyttenbach ', ' Kevin Chesham ']",,"(47.07465039999999, 7.3077022)"
Lausanne,Gesaffelstein,2014-12-12,"['Gesaffelstein ', ' Maelstrom ']",Electronic,"(46.516054, 6.608998000000001)"
Zürich,Lunchkonzert,2015-03-19,"['Elisabeth Harringer-Pignat ', ' Cathrin Kudelka ', ' Katja Fuchs ', ' Thomas Grossenbacher ', ' Luciano Jungman ']",Classic,"(47.3768866, 8.541694)"
Bern,La-valse,2015-03-19,"[' Monika Schneider ', ' Bernhard Röthlisberger ']",Classic,"(46.9479739, 7.447446800000001)"
Lausanne,Ensiferum,2015-03-19,"['Ensiferum ', ' Omnium Gatherum ', ' Insomnium ']",,"(46.516054, 6.608998000000001)"
Zürich,Internationales-Country-Music-Festival,2015-03-19,[' The Lennerockers '],,"(47.3768866, 8.541694)"
Basel,Horizonte,2015-03-19,"[' Yumi Hwang-Williams ', ' Fazil Say ']",Classic,"(47.55959860000001, 7.588576099999999)"
Luzern,Electric-Force,2015-03-19,"[' Ramon Landolt  ', ' Thomas Tavano ', ' Florian Hoesl ']",Electronic,"(47.05016819999999, 8.309307200000001)"
Zug,Maurus-Twerenbold-Non-Harmonic-Quartet,2015-03-19,"[' Maurus Twerenbold ', ' Toni Amadeus Bechtold ', ' Lukas Traxel ', ' Daniel Weber ']",,"(47.1661672, 8.5154946)"
Basel,Onom-Agemo-&-The-Disco-Jumpers,2015-03-19,['Onom Agemo & The Disco Jumpers '],,"(47.55959860000001, 7.588576099999999)"
Zürich,Werft-eure-Herzen-über-alle-Grenzen,2015-03-19,"['Eva Mattes ', ' Eva Mattes ', ' Irmgard Schleier ']",Pop,"(47.3768866, 8.541694)"
Zürich,Fragula,2015-03-19,"[' Muriel Schweizer ', ' Hugentobler ', ' Franz Winteler ', ' Michel Münch ', ' HJ Fetzer ']",,"(47.3768866, 8.541694)"
Luzern,Kyle-Woolard,2015-03-19,['Kyle Woolard '],Pop,"(47.05016819999999, 8.309307200000001)"
Bern,S-26,2015-03-19,"[' Hans Graf ', ' Alex Wyssmann ', ' Jan Trösch ', ' Philipp Moll ', ' Thomas Reist ']",,"(46.9479739, 7.447446800000001)"
Zürich,Pools,2015-03-19,"[' Yves Martinek ', ' Willy Ramos ', ' Thomas Sonderegger ']",Pop,"(47.3768866, 8.541694)"
Winterthur,We3,2015-03-19,"[' Marcel Schefer ', ' Peter Leuzinger ', ' Alberto Canonico ']",,"(47.49881959999999, 8.723688899999999)"
Aarau,Dreaming-of-a-Place-Unseen,2015-03-19,"[' Nolan Quinn ', ' Jonathan Maag ', ' Oliver Illi ', ' Simon Quinn ', ' Brian Quinn ']",,"(47.390434, 8.045701499999998)"
Baden,Jazz-am-Donnerstag,2015-03-19,"['Claude Stucki ', ' Mathieu Friz ', ' Marius Meier ', ' Alex Merz ']",,"(47.47288, 8.308089999999998)"
Zürich,Kimmig-Studer-Zimmerlin-feat.-Jacques-Demierre,2015-03-19,"[' Harald Kimmig ', ' Daniel Studer ', ' Alfred Zimmerlin ', ' Jacques Demierre ']",,"(47.3768866, 8.541694)"
Luzern,Alois-Trio,2015-03-19,"[' Martin Schenker ', ' Pascal Eugster ', ' Florian Schneider ', ' Florian Respondek ']",,"(47.05016819999999, 8.309307200000001)"
Basel,Pirmin-Huber,2015-03-19,"[' Lukas V. Gernet ', ' Fränggi Gehrig ', ' Samuel Leipold ', ' Pirmin Huber ', ' Lukas von Flüe ']",,"(47.55959860000001, 7.588576099999999)"
Solothurn,Annika-Strand-&-Dan-Korn,2015-03-19,['Annika Strand & Dan Korn '],Pop,"(47.2088348, 7.532291)"
Liebefeld,Pago-Libre,2015-03-19,"[' Arkady Shilkloper ', ' Tscho Theissing ', ' John Wolf Brennan ', ' Tom Götze ']",,"(46.933331, 7.416668)"
Basel,M.O.P.-abgesagt,2015-03-19,['M.O.P. '],,"(47.55959860000001, 7.588576099999999)"
Zürich,To-Kill-A-King,2015-03-19,"['To Kill A King ', ' Dancing Years ']",,"(47.3768866, 8.541694)"
Zürich,Jam-Session,2015-03-19,"[' Philipp Häfliger ', ' Mike Ryrie ', ' Dani Zihlmann ', ' Leon Duncan ', ' Silvan Petite ']",,"(47.3768866, 8.541694)"
Luzern,Black-Rainbows,2015-03-19,['Black Rainbows '],,"(47.05016819999999, 8.309307200000001)"
Schaffhausen,All-the-Roads,2015-03-19,['Pigeon John '],,"(47.6958897, 8.6380488)"
