,location,event,date,artists,genre,coordinates
440,Geneve,MUSIQUES EN ETE,2009-08-19,[POWER FUNK FAMILY],,"(46.2043907, 6.1431577)"
441,Pully,PULLY FOR NOISE,2009-08-20,[MORIARTY - WATI WATIA ZOREY BAND],,"(46.5092681, 6.6654949)"
442,Pully,PULLY FOR NOISE,2009-08-21,[THE STREETS],,"(46.5092681, 6.6654949)"
443,Pully,PULLY FOR NOISE,2009-08-22,[THE BLACK ANGELS],,"(46.5092681, 6.6654949)"
444,Le Locle,ROCK ALTITUDE,2009-08-27,[MOONRAISERS],,"(47.0577195, 6.7487354)"
445,Montreux,SEPTEMBRE MUSICAL,2009-08-28,[ORCHESTRE DE LA SUISSE ROMANDE],,"(46.4312213, 6.9106799)"
446,Montreux,SEPTEMBRE MUSICAL,2009-08-29,[STAATSKAPELLE DRESDEN],,"(46.4312213, 6.9106799)"
447,Montreux,SEPTEMBRE MUSICAL,2009-08-30,[ORCHESTRE DE CHAMBRE DE BALE],,"(46.4312213, 6.9106799)"
448,Montreux,SEPTEMBRE MUSICAL,2009-08-31,[ORCHESTRE DE LA TONHALLE DE ZURICH],,"(46.4312213, 6.9106799)"
449,Saint Maurice,SEPTEMBRE MUSICAL,2009-09-01,[GEORGES ATHANASIADES],,"(46.214941, 7.0047948)"
450,Montreux,SEPTEMBRE MUSICAL,2009-09-02,[IVO POGORELICH],,"(46.4312213, 6.9106799)"
451,Vevey,SEPTEMBRE MUSICAL,2009-09-03,[ORCHESTRE DE CHAMBRE DE LAUSANNE (OCL)],,"(46.4628333, 6.8419192)"
452,Vevey,SEPTEMBRE MUSICAL,2009-09-04,[CELLOTANGO],,"(46.4628333, 6.8419192)"
453,Montreux,SEPTEMBRE MUSICAL,2009-09-05,[ROYAL PHILARMONIC ORCHESTRA DE LONDRES],,"(46.4312213, 6.9106799)"
454,Montreux,SEPTEMBRE MUSICAL,2009-09-06,[LEONIDAS KAVAKOS],,"(46.4312213, 6.9106799)"
455,Geneve,FESTIVAL DE LA BATIE,2009-09-07,[PETER VON POEHL],,"(46.2043907, 6.1431577)"
456,Geneve,FESTIVAL DE LA BATIE,2009-09-08,[KAP BAMBINO],,"(46.2043907, 6.1431577)"
457,Geneve,FESTIVAL DE LA BATIE,2009-09-09,[NAIVE NEW BEATERS],,"(46.2043907, 6.1431577)"
458,Geneve,FESTIVAL DE LA BATIE,2009-09-10,[SEBASTIEN SCHULLER],,"(46.2043907, 6.1431577)"
459,Veytaux,SEPTEMBRE MUSICAL,2009-09-11,[QUATUOR NAVARRA],,"(46.42071019999999, 6.9286409)"
460,Veytaux,SEPTEMBRE MUSICAL,2009-09-12,[MAYUKO KAMIO],,"(46.42071019999999, 6.9286409)"
461,Zurich,CHANSONS EN STOK,2009-09-15,[PIERRE LAUTOMNE],,"(47.3768866, 8.541694)"
462,Zurich,CHANSONS EN STOK,2009-09-16,[DAVID LAFORE],,"(47.3768866, 8.541694)"
463,Zurich,CHANSONS EN STOK,2009-09-17,[KARIMOUCHE],,"(47.3768866, 8.541694)"
464,Vevey,SEPTEMBRE MUSICAL,2009-09-18,[DIMITRI & SA TROUPE],,"(46.4628333, 6.8419192)"
465,Veytaux,SEPTEMBRE MUSICAL,2009-09-19,[LOUIS SCHWIZGEBEL WANG],,"(46.42071019999999, 6.9286409)"
466,Montreux,SEPTEMBRE MUSICAL,2009-09-20,[BBC SYMPHONY ORCHESTRA],,"(46.4312213, 6.9106799)"
467,Onex,JAZZCONTREBAND,2009-10-08,[MARC PERRENOUD],,"(46.183541, 6.1002345)"
468,Vevey,ROCK N ORGE,2009-10-09,[CLIMAX],,"(46.4628333, 6.8419192)"
469,Vevey,ROCK N ORGE,2009-10-10,[ALBERT ET LES INTERMUTANTS],,"(46.4628333, 6.8419192)"
470,Geneve,JAZZCONTREBAND,2009-10-12,[DAVID ROBIN],,"(46.2043907, 6.1431577)"
471,Evian Les Bains,JAZZCONTREBAND,2009-10-13,[DAVID REINHARDT],,"(46.401488, 6.590948999999999)"
472,Geneve,JAZZCONTREBAND,2009-10-16,[MARCOS JIMENEZ],,"(46.2043907, 6.1431577)"
473,Thonon Les Bains,JAZZCONTREBAND,2009-10-17,[ELIANE ELIAS],,"(46.373565, 6.477634999999999)"
474,Geneve,JAZZCONTREBAND,2009-10-18,[TRIO NON TEMPERE],,"(46.2043907, 6.1431577)"
475,Carouge,JAZZCONTREBAND,2009-10-21,[JEREMY TORDJMAN],,"(46.1829674, 6.1378539)"
476,Seynod,JAZZCONTREBAND,2009-10-22,[MARC PERRENOUD],,"(45.8890357, 6.102035799999999)"
477,Thonon Les Bains,JAZZCONTREBAND,2009-10-23,[MOKHTAR SAMBA],,"(46.373565, 6.477634999999999)"
478,Yverdon Les Bains,JAZZCONTREBAND,2009-10-24,[N'RELAX],,"(46.7784736, 6.641183)"
479,Lausanne,JAZZ ONZE +,2009-10-28,[NO SQUARE],,"(46.5196535, 6.6322734)"
480,Lausanne,JAZZ ONZE +,2009-10-29,[DON LI],,"(46.5196535, 6.6322734)"
481,Lausanne,JAZZ ONZE +,2009-10-30,[JOE LOVANO],,"(46.5196535, 6.6322734)"
482,Samoens,TRANSVOISINES,2009-10-31,[DJAZIA SATOUR],,"(46.084044, 6.728173)"
483,Lausanne,JAZZ ONZE +,2009-11-01,[PIERRE FAVRE],,"(46.5196535, 6.6322734)"
484,Yverdon Les Bains,TRANSVOISINES,2009-11-06,[TRIP IN],,"(46.7784736, 6.641183)"
485,Nyon,TRANSVOISINES,2009-11-07,[FAKE ODDITY],,"(46.3832683, 6.2347852)"
486,Lausanne,METROPOP FESTIVAL,2009-11-12,[MICKEY 3D],,"(46.5196535, 6.6322734)"
487,Meyrin,TRANSVOISINES,2009-11-13,[SCRATCH BANDITS CREW],,"(46.2283204, 6.070988)"
488,Reignier,TRANSVOISINES,2009-11-14,[SCRATCH BANDITS CREW],,"(46.138178, 6.2666019)"
489,Geneve,TAMBOUR BATTANT FESTIVAL,2009-11-27,"[DIDIER AWADI, KRISTO NUMPUBY]",,"(46.2043907, 6.1431577)"
490,Geneve,TAMBOUR BATTANT FESTIVAL,2009-11-28,[LA MC MALCRIADO],,"(46.2043907, 6.1431577)"
491,Morgins,C'EST L'HIVER ! MORGINS FESTIVAL,2009-12-05,[LOUIS BERTIGNAC],,"(46.2382, 6.8519)"
492,Geneve,LES TRAVERSES MUSICALES,2010-02-19,[PONY PONY RUN RUN],,"(46.2043907, 6.1431577)"
493,Geneve,LES TRAVERSES MUSICALES,2010-02-20,[NAJAVIBES],,"(46.2043907, 6.1431577)"
494,Pratteln,BLUES FESTIVAL BASEL (BALE),2010-03-23,[LITTLE CHEVY],,"(47.5183198, 7.6919889)"
495,Bale (Basel),BLUES FESTIVAL BASEL (BALE),2010-03-24,[MAGIC SLIM AND THE TEARDROPS],,"(47.5595986, 7.5885761)"
496,Bale (Basel),BLUES FESTIVAL BASEL (BALE),2010-03-25,[RITA CHIARELLI],,"(47.5595986, 7.5885761)"
497,Bale (Basel),BLUES FESTIVAL BASEL (BALE),2010-03-26,[ZORA YOUNG],,"(47.5595986, 7.5885761)"
498,Bale (Basel),BLUES FESTIVAL BASEL (BALE),2010-03-27,[CHARLIE MUSSELWHITE],,"(47.5595986, 7.5885761)"
499,Geneve,ELECTRON,2010-04-01,"[MIXHELL, BRODINSKI]",,"(46.2043907, 6.1431577)"
500,Lausanne,ELECTRON,2010-04-02,[KALABRESE AND THE RUMPELORCHESTRA],,"(46.5196535, 6.6322734)"
501,Lausanne,ELECTRON,2010-04-03,[CHATON],,"(46.5196535, 6.6322734)"
502,Geneve,ELECTRON,2010-04-04,[ABE DUQUE],,"(46.2043907, 6.1431577)"
503,Bale (Basel),JAZZFESTIVAL BASEL,2010-04-21,[RICHARD GALLIANO],,"(47.5595986, 7.5885761)"
504,Bale (Basel),JAZZFESTIVAL BASEL,2010-04-22,[GORAN BREGOVIC],,"(47.5595986, 7.5885761)"
505,Bale (Basel),JAZZFESTIVAL BASEL,2010-04-24,"[FUNK OFF, ANOUAR BRAHEM]",,"(47.5595986, 7.5885761)"
506,Bale (Basel),JAZZFESTIVAL BASEL,2010-04-25,"[THIERRY LANG, MICHAEL WOLLNY]",,"(47.5595986, 7.5885761)"
507,Bale (Basel),JAZZFESTIVAL BASEL,2010-04-26,[KURT ROSENWINKEL],,"(47.5595986, 7.5885761)"
508,Bale (Basel),JAZZFESTIVAL BASEL,2010-04-27,[MARCIN WASILEWSKI],,"(47.5595986, 7.5885761)"
509,Bale (Basel),JAZZFESTIVAL BASEL,2010-04-28,[VEIN],,"(47.5595986, 7.5885761)"
510,Bale (Basel),JAZZFESTIVAL BASEL,2010-04-29,[NILS PETTER MOLVAER],,"(47.5595986, 7.5885761)"
511,Bale (Basel),JAZZFESTIVAL BASEL,2010-04-30,[MARC RIBOT],,"(47.5595986, 7.5885761)"
512,Bale (Basel),JAZZFESTIVAL BASEL,2010-05-01,[RIGMOR GUSTAFSSON],,"(47.5595986, 7.5885761)"
513,Bale (Basel),JAZZFESTIVAL BASEL,2010-05-02,"[MATHIEU MICHEL, PACO DE LUCIA]",,"(47.5595986, 7.5885761)"
514,Vernier,VERNIER SUR ROCK,2010-05-07,[LA RUDA],,"(46.2122638, 6.1052686)"
515,Vernier,VERNIER SUR ROCK,2010-05-08,[NAIVE NEW BEATERS],,"(46.2122638, 6.1052686)"
516,Vernier,VERNIER SUR ROCK,2010-05-09,[FEFE (FENIKSI)],,"(46.2122638, 6.1052686)"
517,Geneve,MAPPING FESTIVAL,2010-05-12,"[GANGPOL & MIT ""RADIO MINUS SOUND SYSTEM"", LUKE SLATER]",,"(46.2043907, 6.1431577)"
518,Geneve,MAPPING FESTIVAL,2010-05-13,[GERBEM],,"(46.2043907, 6.1431577)"
519,Geneve,MAPPING FESTIVAL,2010-05-14,[ZOL],,"(46.2043907, 6.1431577)"
520,Lausanne,FESTIVAL DE GUITARE A LAUSANNE,2010-05-15,[HECTOR SALAZAR],,"(46.5196535, 6.6322734)"
521,Lausanne,FESTIVAL DE GUITARE A LAUSANNE,2010-05-16,[VICTOR PELLEGRINI],,"(46.5196535, 6.6322734)"
522,La Chaux du Milieu,CORBAK,2010-05-19,[BACK TO THE FUTURE],,"(47.0131911, 6.703647699999999)"
523,Montreux,MOTION OPENAIR,2010-05-20,[DAVID GUETTA],,"(46.4312213, 6.9106799)"
524,Geneve,MUSIQUES METISSES A GENEVE,2010-05-21,[MACIRE SYLLA],,"(46.2043907, 6.1431577)"
525,Montreux,MOTION OPENAIR,2010-05-22,[ISAAC],,"(46.4312213, 6.9106799)"
526,Montreux,MOTION OPENAIR,2010-05-23,[AXWELL],,"(46.4312213, 6.9106799)"
527,Duedingen,BAD BONN KILBI,2010-05-26,[APHEX TWIN],,"(46.8464198, 7.191017899999999)"
528,Duedingen,BAD BONN KILBI,2010-05-27,[HEALTH],,"(46.8464198, 7.191017899999999)"
529,Duedingen,BAD BONN KILBI,2010-05-28,[HOT CHIP],,"(46.8464198, 7.191017899999999)"
530,Duedingen,BAD BONN KILBI,2010-05-29,[YEASAYER],,"(46.8464198, 7.191017899999999)"
531,Sierre,SISMICS FESTIVAL,2010-06-02,"[THE STRANGE ONES, FELOCHE]",,"(46.29413110000001, 7.533536199999999)"
532,Sierre,SISMICS FESTIVAL,2010-06-03,[PROWPUSKOVIC],,"(46.29413110000001, 7.533536199999999)"
533,Sierre,SISMICS FESTIVAL,2010-06-04,"[IN THE SPIRIT, GAZON ROUGE]",,"(46.29413110000001, 7.533536199999999)"
534,Sierre,SISMICS FESTIVAL,2010-06-05,[ANGIL AND THE HIDDENTRACKS],,"(46.29413110000001, 7.533536199999999)"
535,Neuchatel,FESTI NEUCH,2010-06-06,[YOUSSOU N'DOUR],,"(46.9899874, 6.9292732)"
536,Pully,PULLY A L'HEURE DU QUEBEC,2010-06-07,[DANNY BOUDREAU],,"(46.5092681, 6.6654949)"
537,Pully,PULLY A L'HEURE DU QUEBEC,2010-06-08,"[ARIANE MOFFATT, GAROU]",,"(46.5092681, 6.6654949)"
538,Pully,PULLY A L'HEURE DU QUEBEC,2010-06-09,[CHLOE SAINTE MARIE],,"(46.5092681, 6.6654949)"
539,Pully,PULLY A L'HEURE DU QUEBEC,2010-06-10,"[ANDREA LINDSAY, DUMAS]",,"(46.5092681, 6.6654949)"
540,Pully,PULLY A L'HEURE DU QUEBEC,2010-06-11,[DANIEL LAVOIE],,"(46.5092681, 6.6654949)"
541,Pully,PULLY A L'HEURE DU QUEBEC,2010-06-12,[ROBERT CHARLEBOIS],,"(46.5092681, 6.6654949)"
542,Interlaken,GREENFIELD,2010-06-13,[DEATH BY STEREO],,"(46.6863481, 7.863204899999999)"
543,Jonschwil,SONISPHERE SUISSE,2010-06-18,[METALLICA],,"(47.4245451, 9.08619)"
544,Cully,LAVAUX CLASSIQUE,2010-06-22,[GUY FRANCOIS LEUENBERGER],,"(46.4895985, 6.7290888)"
545,Cully,LAVAUX CLASSIQUE,2010-06-23,[CEDRIC TIBERGHIEN],,"(46.4895985, 6.7290888)"
546,Cully,LAVAUX CLASSIQUE,2010-06-24,[ROMAN TREKEL],,"(46.4895985, 6.7290888)"
547,Sierre,WEEK END AU BORD DE L'EAU A SIERRE,2010-06-25,[THE BAMBOOS],,"(46.29413110000001, 7.533536199999999)"
548,Sierre,WEEK END AU BORD DE L'EAU A SIERRE,2010-06-26,[MARIANA DA CRUZ],,"(46.29413110000001, 7.533536199999999)"
549,Sierre,WEEK END AU BORD DE L'EAU A SIERRE,2010-06-27,[AKATARUS],,"(46.29413110000001, 7.533536199999999)"
550,Geneve,MUSIQUES EN ETE,2010-06-28,[MICHEL LEGRAND],,"(46.2043907, 6.1431577)"
551,Fribourg,BELLUARD BOLLWERK INTERNATIONAL,2010-06-30,"[TAREK ATOUI, DJ LYNDA REVOL]",,"(46.8064773, 7.161971899999999)"
552,Montreux,MONTREUX JAZZ FESTIVAL,2010-07-01,[PHIL COLLINS],,"(46.4312213, 6.9106799)"
553,Montreux,MONTREUX JAZZ FESTIVAL,2010-07-02,"[ROXY MUSIC, BEACH HOUSE]",,"(46.4312213, 6.9106799)"
554,Montreux,MONTREUX JAZZ FESTIVAL,2010-07-03,"[WILLY MASON, THE DEAD WEATHER]",,"(46.4312213, 6.9106799)"
555,Geneve,MUSIQUES EN ETE,2010-07-04,[INTERNATIONAL MUSIC ACADEMY SWITZERLAND],,"(46.2043907, 6.1431577)"
556,Geneve,MUSIQUES EN ETE,2010-07-05,[DANIEL HUMAIR],,"(46.2043907, 6.1431577)"
557,Montreux,MONTREUX JAZZ FESTIVAL,2010-07-06,"[GARY MOORE, JANELLE MONAE]",,"(46.4312213, 6.9106799)"
558,Geneve,MUSIQUES EN ETE,2010-07-07,[FANFARE JO BITHUME],,"(46.2043907, 6.1431577)"
559,Montreux,MONTREUX JAZZ FESTIVAL,2010-07-08,"[MARTINA TOPLEY BIRD, PACO DE LUCIA]",,"(46.4312213, 6.9106799)"
560,Geneve,MUSIQUES EN ETE,2010-07-09,[JANNE ERSSON],,"(46.2043907, 6.1431577)"
561,Montreux,MONTREUX JAZZ FESTIVAL,2010-07-10,"[VANESSA PARADIS, LUCIANO (reggae)]",,"(46.4312213, 6.9106799)"
562,Montreux,MONTREUX JAZZ FESTIVAL,2010-07-11,"[KEITH JARRETT, GIL SCOTT HERON]",,"(46.4312213, 6.9106799)"
563,Geneve,MUSIQUES EN ETE,2010-07-12,[AL FOSTER],,"(46.2043907, 6.1431577)"
564,Montreux,MONTREUX JAZZ FESTIVAL,2010-07-13,"[DIANA KRALL, BUDDY GUY]",,"(46.4312213, 6.9106799)"
565,Geneve,MUSIQUES EN ETE,2010-07-14,[SHIBUSA SHIRAZU],,"(46.2043907, 6.1431577)"
566,Montreux,MONTREUX JAZZ FESTIVAL,2010-07-15,"[MARK KNOPFLER, SOLANGE LA FRANGE / LA PATRONNE]",,"(46.4312213, 6.9106799)"
567,Geneve,MUSIQUES EN ETE,2010-07-16,[PAMBERI STEEL ORCHESTRA],,"(46.2043907, 6.1431577)"
568,Montreux,MONTREUX JAZZ FESTIVAL,2010-07-17,"[KATIE MELUA, COCOROSIE]",,"(46.4312213, 6.9106799)"
569,Zurich,LIVE AT SUNSET,2010-07-18,[ELEMENT OF CRIME],,"(47.3768866, 8.541694)"
570,Geneve,MUSIQUES EN ETE,2010-07-19,[PHIL WOODS],,"(46.2043907, 6.1431577)"
571,Nyon,PALEO FESTIVAL,2010-07-20,[NTM],,"(46.3832683, 6.2347852)"
572,Nyon,PALEO FESTIVAL,2010-07-21,[-M- (MATTHIEU CHEDID)],,"(46.3832683, 6.2347852)"
573,Alterswil,STONE HILL,2010-07-22,[JOHN PARISH],,"(46.7948597, 7.260381300000001)"
574,Alterswil,STONE HILL,2010-07-23,[JON HOPKINS],,"(46.7948597, 7.260381300000001)"
575,Alterswil,STONE HILL,2010-07-24,[FILEWILE],,"(46.7948597, 7.260381300000001)"
576,Nyon,PALEO FESTIVAL,2010-07-25,[INDOCHINE],,"(46.3832683, 6.2347852)"
577,Geneve,MUSIQUES EN ETE,2010-07-26,[NIELS LANDOKY],,"(46.2043907, 6.1431577)"
578,Geneve,MUSIQUES EN ETE,2010-07-27,[SCHUMANN QUARTETT],,"(46.2043907, 6.1431577)"
579,Geneve,MUSIQUES EN ETE,2010-07-28,[BALOJI],,"(46.2043907, 6.1431577)"
580,Geneve,MUSIQUES EN ETE,2010-07-29,[QUATUOR YSAYE],,"(46.2043907, 6.1431577)"
581,Geneve,MUSIQUES EN ETE,2010-07-30,[BATAMBO],,"(46.2043907, 6.1431577)"
582,Lucerne,BLUE BALLS,2010-07-31,[THE ROOTS],,"(47.05016819999999, 8.3093072)"
583,Geneve,MUSIQUES EN ETE,2010-08-02,[RAOUL DESOUZA],,"(46.2043907, 6.1431577)"
584,Geneve,MUSIQUES EN ETE,2010-08-03,[STEFAN VLADAR],,"(46.2043907, 6.1431577)"
585,Geneve,MUSIQUES EN ETE,2010-08-04,[DJANGOLOGIE],,"(46.2043907, 6.1431577)"
586,Porrentruy,ROCK AIR PORRENTRUY,2010-08-05,[PAMELA HUTE],,"(47.416647, 7.0765657)"
587,Porrentruy,ROCK AIR PORRENTRUY,2010-08-06,[KIEMSA],,"(47.416647, 7.0765657)"
588,Porrentruy,ROCK AIR PORRENTRUY,2010-08-07,[ALYSS],,"(47.416647, 7.0765657)"
589,Porrentruy,ROCK AIR PORRENTRUY,2010-08-08,[FRANCOIS CORBIER],,"(47.416647, 7.0765657)"
590,Geneve,MUSIQUES EN ETE,2010-08-10,[XAVIER DE MAISTRE],,"(46.2043907, 6.1431577)"
591,Geneve,MUSIQUES EN ETE,2010-08-11,[PIERRE LAUTOMNE],,"(46.2043907, 6.1431577)"
592,Le Locle,ROCK ALTITUDE,2010-08-12,[CHARLOU NADA],,"(47.0577195, 6.7487354)"
593,Le Locle,ROCK ALTITUDE,2010-08-13,[GOJIRA],,"(47.0577195, 6.7487354)"
594,Le Locle,ROCK ALTITUDE,2010-08-14,[K'S CHOICE],,"(47.0577195, 6.7487354)"
595,Geneve,MUSIQUES EN ETE,2010-08-17,[PIOTR ANDERSZEWSKI],,"(46.2043907, 6.1431577)"
596,Geneve,MUSIQUES EN ETE,2010-08-18,[TONY ALLEN],,"(46.2043907, 6.1431577)"
597,Pully,PULLY FOR NOISE,2010-08-19,[LOCAL NATIVES],,"(46.5092681, 6.6654949)"
598,Pully,PULLY FOR NOISE,2010-08-20,[THE NATIONAL],,"(46.5092681, 6.6654949)"
599,Pully,PULLY FOR NOISE,2010-08-21,[EIGHTIES B-LINE MATCHBOX DISASTER],,"(46.5092681, 6.6654949)"
600,Gampel,OPEN AIR DE GAMPEL,2010-08-22,[CHICA TORPEDO],,"(46.3157745, 7.741944099999999)"
601,Saint Prex,LUNA CLASSICS (EX SAINT PREX CLASSICS),2010-08-23,[ENSEMBLE INSTRUMENTAL DE L'OPERA DE LAUSANNE],,"(46.4829113, 6.458343500000001)"
602,Geneve,MUSIQUES EN ETE,2010-08-24,[NELSON GOERNER],,"(46.2043907, 6.1431577)"
603,Geneve,MUSIQUES EN ETE,2010-08-26,[HELEN KEARNS],,"(46.2043907, 6.1431577)"
604,Montreux,SEPTEMBRE MUSICAL,2010-08-27,[ROYAL PHILARMONIC ORCHESTRA DE LONDRES],,"(46.4312213, 6.9106799)"
605,Montreux,SEPTEMBRE MUSICAL,2010-08-28,[GRIGORY SOKOLOV],,"(46.4312213, 6.9106799)"
606,Montreux,SEPTEMBRE MUSICAL,2010-08-29,[ROYAL PHILARMONIC ORCHESTRA DE LONDRES],,"(46.4312213, 6.9106799)"
607,Montreux,SEPTEMBRE MUSICAL,2010-08-31,[ROYAL PHILARMONIC ORCHESTRA DE LONDRES],,"(46.4312213, 6.9106799)"
608,Montreux,SEPTEMBRE MUSICAL,2010-09-01,[ROYAL PHILARMONIC ORCHESTRA DE LONDRES],,"(46.4312213, 6.9106799)"
609,Montreux,SEPTEMBRE MUSICAL,2010-09-03,[ORCHESTRE DE CHAMBRE DE GENEVE],,"(46.4312213, 6.9106799)"
610,Vevey,SEPTEMBRE MUSICAL,2010-09-04,[SACHA ROZHDESTVENSKY],,"(46.4628333, 6.8419192)"
611,Montreux,SEPTEMBRE MUSICAL,2010-09-05,[ORCHESTRE NATIONAL DE FRANCE],,"(46.4312213, 6.9106799)"
612,Geneve,FESTIVAL DE LA BATIE,2010-09-06,[ARNAUD FLEURENT DIDIER],,"(46.2043907, 6.1431577)"
613,Veytaux,SEPTEMBRE MUSICAL,2010-09-07,[JINSANG LEE],,"(46.42071019999999, 6.9286409)"
614,Vevey,SEPTEMBRE MUSICAL,2010-09-08,[CHERRY RHODES],,"(46.4628333, 6.8419192)"
615,Vevey,SEPTEMBRE MUSICAL,2010-09-09,[PAUL BADURA SKODA],,"(46.4628333, 6.8419192)"
616,Villars,VILLARS DE VIVRE,2010-09-10,[MICHEL JONASZ],,"(46.3, 7.05)"
617,Villars,VILLARS DE VIVRE,2010-09-11,[OLIVIER KER OURIO],,"(46.3, 7.05)"
618,Villars,VILLARS DE VIVRE,2010-09-12,"[HENRI DES, ENRICO PIERANUNZI, DIANE TELL]",,"(46.3, 7.05)"
619,Geneve,FESTIVAL DE LA BATIE,2010-09-14,[HANS KOCH],,"(46.2043907, 6.1431577)"
620,Geneve,FESTIVAL DE LA BATIE,2010-09-15,[BLONDE REDHEAD],,"(46.2043907, 6.1431577)"
621,Geneve,FESTIVAL DE LA BATIE,2010-09-16,[SYD MATTERS],,"(46.2043907, 6.1431577)"
622,Geneve,FESTIVAL DE LA BATIE,2010-09-17,"[SAYCET, DIMLITE]",,"(46.2043907, 6.1431577)"
623,Geneve,FESTIVAL DE LA BATIE,2010-09-18,[KEMICAL KEM],,"(46.2043907, 6.1431577)"
624,Zurich,CHANSONS EN STOK,2010-09-21,[YETI],,"(47.3768866, 8.541694)"
625,Zurich,CHANSONS EN STOK,2010-09-22,[THIBAUT DERIEN],,"(47.3768866, 8.541694)"
626,Zurich,CHANSONS EN STOK,2010-09-23,[ZEDRUS],,"(47.3768866, 8.541694)"
627,Delemont,NOTES D'EQUINOXE,2010-09-24,[VALLA & SCURATI],,"(47.365837, 7.345155500000001)"
628,Delemont,NOTES D'EQUINOXE,2010-09-25,"[ENSEMBLE BADAKHSHAN, TANGO SENSATIONS, ERIK MARCHAND, DEHAI LIU, SIVAN PERWER]",,"(47.365837, 7.345155500000001)"
629,Delemont,NOTES D'EQUINOXE,2010-09-26,"[DEHAI LIU, ERIK MARCHAND, ENSEMBLE BADAKHSHAN, DIVNA LJUBOJEVIC]",,"(47.365837, 7.345155500000001)"
630,Onex,JAZZCONTREBAND,2010-10-08,[MALCOLM BRAFF],,"(46.183541, 6.1002345)"
631,Saint Claude,JAZZCONTREBAND,2010-10-09,[LES PASSAGES SECRETS],,"(46.387405, 5.867765899999999)"
632,Thonon Les Bains,JAZZCONTREBAND,2010-10-13,[MIKE STERN],,"(46.373565, 6.477634999999999)"
633,Villeurbanne,ZIKEMO,2010-10-14,[DIPLOE],,"(45.771944, 4.8901709)"
634,Villeurbanne,ZIKEMO,2010-10-15,[AS DE TREFLE],,"(45.771944, 4.8901709)"
635,Vevey,ROCK N ORGE,2010-10-16,[EL BIANCHI],,"(46.4628333, 6.8419192)"
636,Geneve,JAZZCONTREBAND,2010-10-17,[LUNATIC TOYS],,"(46.2043907, 6.1431577)"
637,Sallanches,JAZZCONTREBAND,2010-10-20,[CHICK COREA],,"(45.936661, 6.630556899999999)"
638,Annemasse,JAZZCONTREBAND,2010-10-21,[ALAIN DELLA MAESTRA],,"(46.19325300000001, 6.234158)"
639,Geneve,JAZZCONTREBAND,2010-10-22,[GUILLAUME PERRET AND THE ELECTRIC EPIC],,"(46.2043907, 6.1431577)"
640,Yverdon Les Bains,JAZZCONTREBAND,2010-10-23,[LUNATIC TOYS],,"(46.7784736, 6.641183)"
641,Geneve,JAZZCONTREBAND,2010-10-24,[CRAIG TABORN],,"(46.2043907, 6.1431577)"
642,Lausanne,JAZZ ONZE +,2010-11-03,[MCCOY TYNER],,"(46.5196535, 6.6322734)"
643,Lausanne,JAZZ ONZE +,2010-11-04,"[340ML, MARC PERRENOUD]",,"(46.5196535, 6.6322734)"
644,Monthey,TRANSVOISINES,2010-11-05,[TAFTA],,"(46.2521873, 6.9469598)"
645,Lyon,TRANSVOISINES,2010-11-06,[N'RELAX],,"(45.764043, 4.835659)"
646,Lausanne,JAZZ ONZE +,2010-11-07,[TRIO SPHERE],,"(46.5196535, 6.6322734)"
647,Chambery,TRANSVOISINES,2010-11-09,[ANNA AARON],,"(45.564601, 5.917781)"
648,Vevey,HEARTLAND,2010-11-10,[ERIC CHENAUX],,"(46.4628333, 6.8419192)"
649,Lausanne,METROPOP FESTIVAL,2010-11-11,"[DJERMEN, JUSTIN NOZUKA]",,"(46.5196535, 6.6322734)"
650,Bourg En Bresse,TRANSVOISINES,2010-11-12,[SARRO],,"(46.20516749999999, 5.2255007)"
651,Yverdon Les Bains,TRANSVOISINES,2010-11-13,[ANNA AARON],,"(46.7784736, 6.641183)"
652,Lausanne,METROPOP FESTIVAL,2010-11-14,[PIANO CLUB],,"(46.5196535, 6.6322734)"
653,Geneve,TAMBOUR BATTANT FESTIVAL,2010-11-25,[NANA CISSOKHO],,"(46.2043907, 6.1431577)"
654,Geneve,TAMBOUR BATTANT FESTIVAL,2010-11-26,[AFEL BOCOUM],,"(46.2043907, 6.1431577)"
655,Geneve,TAMBOUR BATTANT FESTIVAL,2010-11-27,[LE BALLET WON TAN NARA],,"(46.2043907, 6.1431577)"
656,Lausanne,LES URBAINES,2010-12-03,"[GERRITT WITTMER, VON SPAR]",,"(46.5196535, 6.6322734)"
657,Lausanne,LES URBAINES,2010-12-04,"[FLOATING POINTS, DON VITO, VOLCANO THE BEAR]",,"(46.5196535, 6.6322734)"
658,Renens,LES URBAINES,2010-12-05,[OTTAVEN],,"(46.53381, 6.59137)"
659,Geneve,PRESENCES ELECTRONIQUES A GENEVE,2010-12-10,"[CHRISTIAN ZANESI, DRAGOS TARA]",,"(46.2043907, 6.1431577)"
660,Geneve,PRESENCES ELECTRONIQUES A GENEVE,2010-12-11,"[GEIR JENSSEN / BIOSPHERE, CHATON]",,"(46.2043907, 6.1431577)"
661,Carouge,ANTIGEL,2011-02-07,[MARK KOZELEK],,"(46.1829674, 6.1378539)"
662,Geneve,ANTIGEL,2011-02-08,"[KMA, THE VIENNA VEGETABLE ORCHESTRA]",,"(46.2043907, 6.1431577)"
663,Carouge,ANTIGEL,2011-02-09,"[CHAPI CHAPO (Popopolska / La Petite Fabrique de Jouets), KEN BUTLER]",,"(46.1829674, 6.1378539)"
